City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,terrace,54.5163,-128.6035,8.95,66,20,11.32,CA,1710616818
276,avarua,-21.2078,-159.775,28.03,74,16,2.06,CK,1710616819
277,port alfred,-33.5906,26.891,17.88,97,100,0.89,ZA,1710616819
278,berezovyy,51.6667,135.7,-12.74,86,100,1.17,RU,1710616820
279,popondetta,-8.7537,148.2534,23.44,97,100,0.92,PG,1710616821
280,es castell,39.8795,4.2854,13.38,82,0,1.54,ES,1710616822
281,santa ana,33.7456,-117.8678,20.48,59,40,4.12,US,1710616823
282,ilulissat,69.2167,-51.1,-14.99,85,75,1.03,GL,1710616824
283,myers corner,41.6062,-73.8729,15.58,42,51,0.45,US,1710616824
284,xiva,41.3783,60.3639,8.99,24,85,7.59,UZ,1710616825
285,road town,18.4167,-64.6167,28.05,74,75,5.66,VG,1710616587
286,sao luis,-2.5297,-44.3028,27.11,100,75,5.66,BR,1710616827
287,carnot,4.9409,15.8665,28.26,47,93,0.55,CF,1710616828
288,xining,36.6167,101.7667,0.27,52,100,1.48,CN,1710616828
289,vikasnagar,30.4683,77.775,17.41,47,0,3.32,IN,1710616829
290,labrador city,52.9463,-66.9114,-5.05,63,75,2.06,CA,1710616830
291,brookings,44.3114,-96.7984,7.29,42,20,14.4,US,1710616830
292,manadhoo,5.7667,73.3833,28.52,70,6,3.06,MV,1710616831
293,boca do acre,-8.7522,-67.3978,33.16,51,59,2.07,BR,1710616832
294,praia da vitoria,38.7333,-27.0667,17.14,72,20,4.96,PT,1710616833
295,port augusta,-32.5,137.7667,24.7,57,14,4.08,AU,1710616782
296,kruisfontein,-34.0033,24.7314,17.16,86,100,3.73,ZA,1710616834
297,vuktyl,63.8567,57.3094,0.62,99,100,5.81,RU,1710616834
298,tarawa,1.419,172.984,28.05,89,40,3.6,KI,1710616835
299,north mackay,-21.1167,149.1833,24.3,82,31,6.34,AU,1710616836
300,muynoq,43.7683,59.0214,7.65,36,100,7.6,UZ,1710616836
301,callao,-12.0667,-77.15,25.16,69,20,4.12,PE,1710616837
302,vadso,70.0744,29.7487,-5.51,73,100,5.14,NO,1710616837
303,marquette,46.5333,-87.6335,3.23,67,100,8.05,US,1710616730
304,neuhausen,54.7732,20.6052,7.83,93,75,6.0,RU,1710616839
305,geraldton,-28.7667,114.6,23.23,78,75,3.09,AU,1710616780
306,pangody,65.85,74.4859,-17.47,94,13,4.58,RU,1710616840
307,vilyuysk,63.7553,121.6247,-16.11,95,100,0.89,RU,1710616841
308,sao jose da coroa grande,-8.8978,-35.1478,29.49,69,35,4.26,BR,1710616842
309,nova vicosa,-17.8919,-39.3719,31.81,58,46,3.1,BR,1710616781
310,tamanrasset,22.785,5.5228,21.95,10,0,2.06,DZ,1710616843
311,polyarnyy,69.1989,33.4478,-5.89,94,36,13.61,RU,1710616844
312,alofi,-19.0595,-169.9187,26.94,89,100,1.03,NU,1710616844
313,ust'-uda,54.1742,103.0304,-18.83,100,100,0.67,RU,1710616845
314,berdigestyakh,62.0989,126.6992,-25.61,100,100,1.27,RU,1710616846
315,makurazaki,31.2667,130.3167,16.61,66,100,2.92,JP,1710616846
316,las rosas,-32.4766,-61.5804,25.48,95,100,2.35,AR,1710616847
317,sosnovka,56.255,51.2842,-7.17,96,22,2.39,RU,1710616847
318,arkhangel'sk,64.5401,40.5433,0.63,92,100,5.0,RU,1710616848
319,chinde,26.8418,88.0763,13.36,29,0,2.96,NP,1710616849
320,riverton,40.5219,-111.9391,15.03,38,0,4.63,US,1710616805
321,qingyuan,23.7,113.0333,20.99,97,88,1.17,CN,1710616850
322,sidi merouane,36.5206,6.2611,15.71,90,0,1.18,DZ,1710616851
323,tual,-5.6667,132.75,28.73,76,100,8.55,ID,1710616851
324,binji,13.2228,4.9096,32.67,6,0,4.38,NG,1710616852
325,machico,32.7,-16.7667,21.11,82,20,3.6,PT,1710616852
326,san angelo,31.4638,-100.437,13.12,95,100,2.57,US,1710616853
327,miasskoye,55.2784,61.8905,1.49,82,18,3.43,RU,1710616854
328,foley,30.4066,-87.6836,25.49,72,20,1.79,US,1710616825
329,iskateley,67.6803,53.1512,-3.88,96,100,8.49,RU,1710616855
330,chichawatni,30.5333,72.7,17.9,32,21,2.71,PK,1710616855
331,pisco,-13.7,-76.2167,25.57,73,0,3.6,PE,1710616856
332,wajir,1.7471,40.0573,32.82,26,59,4.4,KE,1710616857
333,dondo,-19.6094,34.7431,26.73,92,100,2.39,MZ,1710616858
334,sao miguel do araguaia,-13.275,-50.1628,31.27,62,97,2.68,BR,1710616858
335,betioky,-23.7167,44.3833,25.82,72,5,2.36,MG,1710616859
336,nyurba,63.2842,118.3319,-22.13,95,39,2.56,RU,1710616860
337,kolonia town,6.964,158.206,28.0,83,100,2.06,FM,1710616860
338,puerto cabezas,14.0351,-83.3888,30.98,79,20,5.14,NI,1710616861
339,clinton,42.587,-82.9199,16.08,53,100,7.72,US,1710616829
340,erenhot,43.6475,111.9767,-1.79,39,100,3.64,CN,1710616862
341,caleta de carquin,-11.0925,-77.6267,21.59,88,77,6.39,PE,1710616863
342,san antonio de pale,-1.4014,5.6325,29.59,73,24,1.57,GQ,1710616697
343,tazovsky,67.4667,78.7,-13.21,89,100,10.37,RU,1710616864
344,orkney,-26.9802,26.6727,23.51,27,10,1.48,ZA,1710616865
345,ponto novo,-10.8628,-40.1336,33.25,33,40,1.35,BR,1710616865
346,barah,13.7,30.3667,33.34,19,78,3.71,SD,1710616866
347,kone,-21.0595,164.8658,23.98,91,79,2.2,NC,1710616866
348,emerald,-23.5333,148.1667,19.63,82,9,2.7,AU,1710616594
349,abalak,58.1286,68.5944,0.75,95,100,3.66,RU,1710616868
350,queenstown,-31.8976,26.8753,13.56,87,11,2.49,ZA,1710616868
351,kattivakkam,13.2167,80.3167,28.05,79,0,6.27,IN,1710616869
352,misratah,32.3754,15.0925,16.03,67,0,4.42,LY,1710616869
353,xai-xai,-25.0519,33.6442,24.72,83,0,1.46,MZ,1710616870
354,mejit,10.2753,170.8646,26.6,72,98,7.11,MH,1710616871
355,luganville,-15.5333,167.1667,24.95,93,100,1.09,VU,1710616871
356,saint-christol-les-ales,44.0833,4.0833,14.73,76,67,1.76,FR,1710616872
357,belmonte,-15.8631,-38.8828,29.76,69,13,3.84,BR,1710616872
358,bintulu,3.1667,113.0333,24.23,94,20,1.54,MY,1710616873
359,ouani,-12.1322,44.4258,28.7,79,100,3.48,KM,1710616874
360,porto novo,6.4965,2.6036,29.9,83,22,3.81,BJ,1710616874
361,susuman,62.7833,148.1667,-20.01,99,99,1.79,RU,1710616875
362,rozhyshche,50.9154,25.2691,9.64,76,100,3.53,UA,1710616876
363,guerrero negro,27.9769,-114.0611,18.86,42,98,5.22,MX,1710616876
364,walvis bay,-22.9575,14.5053,16.53,82,0,3.09,NA,1710616877
365,semey,50.4111,80.2275,-5.75,80,10,4.45,KZ,1710616878
366,jian'ou,27.0469,118.3253,16.58,98,100,0.66,CN,1710616878
367,huatabampo,26.8333,-109.6333,23.64,38,98,3.75,MX,1710616641
368,north battleford,52.7834,-108.2847,-0.95,55,0,2.57,CA,1710616880
369,san-pedro,4.7485,-6.6363,27.95,83,8,1.98,CI,1710616881
370,bolotnoye,55.6717,84.3981,-3.99,94,100,6.83,RU,1710616614
371,warmbad,-28.45,18.7333,28.32,7,0,3.45,NA,1710616882
372,gorodoviki,46.1353,41.9656,5.37,66,100,2.37,RU,1710616883
373,valera,9.3178,-70.6036,32.76,52,73,1.93,VE,1710616884
374,tommot,58.9564,126.2925,-18.77,99,100,0.76,RU,1710616884
375,altay,47.8667,88.1167,-13.25,70,69,3.46,CN,1710616885
376,semdinli,37.3051,44.5742,4.02,95,61,1.53,TR,1710616886
377,akonolinga,3.7667,12.25,26.2,63,79,1.3,CM,1710616886
378,myski,53.709,87.8014,-3.43,94,100,6.5,RU,1710616887
379,palmer,42.1584,-72.3287,14.17,44,75,1.54,US,1710616706
380,bayramaly,37.6185,62.1671,15.86,37,100,6.33,TM,1710616888
381,retreat,38.8245,-85.8533,17.75,38,100,5.36,US,1710616889
382,coahuayana de hidalgo,18.7,-103.6583,31.15,44,0,3.88,MX,1710616890
383,yebaishou,41.3975,119.6408,-0.78,40,0,9.1,CN,1710616890
384,dudinka,69.4058,86.1778,-11.32,89,100,9.83,RU,1710616891
385,quinhamel,11.8833,-15.85,31.14,50,0,5.67,GW,1710616698
386,mirny,62.5353,113.9611,-24.11,100,100,1.72,RU,1710616390
387,ciudad de allende,25.2833,-100.0167,26.67,68,86,2.59,MX,1710616609
388,i-n-salah,27.1935,2.4607,23.97,15,0,4.82,DZ,1710616416
389,maloye ganyushkino,46.6,49.2667,3.96,80,100,6.49,KZ,1710616830
390,calamonte,38.8764,-6.3797,18.61,75,100,1.5,ES,1710616895
391,nuuk,64.1835,-51.7216,-3.66,68,20,1.54,GL,1710616868
392,del rio,29.3627,-100.8968,18.06,86,100,6.26,US,1710616667
393,juba,4.8517,31.5825,35.05,20,39,3.3,SS,1710616897
394,malango,-2.9627,119.9001,20.32,94,98,0.97,ID,1710616898
395,hobyo,5.3505,48.5268,27.63,69,100,6.27,SO,1710616898
396,yuza,39.0,139.9167,3.81,70,100,3.08,JP,1710616899
397,stornoway,58.2093,-6.3865,6.98,85,75,7.2,GB,1710616378
398,mamedkala,42.1677,48.1199,5.72,95,100,0.81,RU,1710616900
399,olinda,-8.0089,-34.8553,30.85,70,40,4.63,BR,1710616383
400,igrim,63.1906,64.4162,0.89,98,100,4.41,RU,1710616901
401,urzhar,47.093,81.6294,-8.53,71,46,2.81,KZ,1710616831
402,grand falls-windsor,48.9332,-55.6649,0.14,87,100,1.34,CA,1710616903
403,kaoma,-14.7833,24.8,18.67,95,86,1.06,ZM,1710616903
404,dosso,13.049,3.1937,32.72,7,0,4.82,NE,1710616904
405,ar raqqah,35.95,39.0167,15.04,53,31,3.02,SY,1710616905
406,illizi,26.4833,8.4667,21.89,18,0,3.96,DZ,1710616905
407,wanning,18.8003,110.3967,23.0,95,28,2.18,CN,1710616906
408,dalandzadgad,43.5708,104.425,0.03,31,99,6.87,MN,1710616907
409,harnosand,62.6323,17.9379,0.0,82,100,4.05,SE,1710616907
410,sinabang,2.4803,96.3801,27.12,76,99,0.69,ID,1710616699
411,adam,22.3756,57.5233,28.1,34,100,5.15,OM,1710616908
412,changuinola,9.4333,-82.5167,27.19,69,100,3.58,PA,1710616752
413,oranjemund,-28.55,16.4333,16.7,88,6,8.01,NA,1710616909
414,harper,4.375,-7.7169,26.81,86,0,1.51,LR,1710616910
415,kingscliff,-28.2667,153.5667,20.41,100,71,2.06,AU,1710616402
416,hammerfest,70.6634,23.6821,-6.75,73,40,6.17,NO,1710616749
417,timimoun,29.2639,0.231,24.58,16,0,1.59,DZ,1710616912
418,vilcun,-38.65,-72.2333,16.41,33,21,2.98,CL,1710616912
419,buba,11.5833,-15.0,31.16,39,0,4.88,GW,1710616913
420,sydney mines,46.2367,-60.2177,3.89,89,75,4.63,CA,1710616914
421,impfondo,1.6381,18.0667,28.31,50,54,1.36,CG,1710616914
422,as sulayyil,20.4607,45.5779,33.14,20,45,8.15,SA,1710616915
423,nanzhou,29.3596,112.4024,15.32,94,100,1.88,CN,1710616916
424,codrington,-38.2667,141.9667,17.08,70,35,2.06,AU,1710616916
425,mil'kovo,55.6078,37.7956,4.22,92,100,3.77,RU,1710616917
426,bamboo flat,11.7,92.7167,26.08,74,3,2.56,IN,1710616917
427,island harbour,50.724,-1.2758,10.82,91,100,3.13,GB,1710616918
428,cartagena,10.3997,-75.5144,31.79,66,20,6.17,CO,1710616279
429,monticello,45.3055,-93.7941,7.97,46,40,10.8,US,1710616919
430,acapulco de juarez,16.8634,-99.8901,26.9,74,0,6.17,MX,1710616877
431,egersund,58.4513,5.9997,3.94,81,4,2.88,NO,1710616920
432,dzhetygara,52.1908,61.2006,-11.62,89,24,2.48,KZ,1710616921
433,filadelfia,39.9523,-75.1638,17.19,36,20,6.17,US,1710616817
434,aldama,22.9167,-98.0667,30.83,62,99,2.84,MX,1710616922
435,tanquian de escobedo,21.6167,-98.6333,28.01,63,100,2.88,MX,1710616923
436,neryungri,56.6709,124.6491,-21.3,99,100,1.01,RU,1710616924
437,danielskuil,-28.1887,23.5395,22.18,21,0,3.22,ZA,1710616924
438,penzance,50.1186,-5.5371,12.38,97,100,10.49,GB,1710616925
439,puerto la cruz,10.2167,-64.6167,25.76,81,37,6.65,VE,1710616926
440,colonia,50.9333,6.95,9.38,76,100,2.57,DE,1710616922
441,novodvinsk,64.4165,40.8122,0.44,99,100,3.87,RU,1710616927
442,gornopravdinsk,60.05,69.9,0.72,97,100,3.44,RU,1710616927
443,changping,40.2186,116.2197,7.8,34,97,3.46,CN,1710616928
444,tucumcari,35.1717,-103.725,6.64,100,100,3.09,US,1710616929
445,poltavka,54.3663,71.7632,-1.1,95,100,4.06,RU,1710616929
446,havre,49.5833,0.3333,13.87,77,100,3.09,FR,1710616930
447,bopolu,7.0667,-10.4875,27.53,83,69,1.59,LR,1710616930
448,las tablas,7.7667,-80.2833,32.93,54,41,5.78,PA,1710616931
449,fiambala,-27.6871,-67.6149,31.05,36,0,6.17,AR,1710616932
450,bodaybo,57.8506,114.1933,-21.14,100,100,1.31,RU,1710616932
451,askoy,60.4092,5.226,3.16,41,0,3.6,NO,1710616933
452,bleicherode,51.4403,10.572,7.13,65,100,4.65,DE,1710616934
453,ketchikan,55.3422,-131.6461,8.26,87,0,0.0,US,1710616934
454,umm kaddadah,13.6017,26.6876,30.36,14,12,5.4,SD,1710616935
455,laguna,38.421,-121.4238,20.72,53,0,3.09,US,1710616866
456,parambu,-6.2111,-40.6944,29.74,56,100,1.82,BR,1710616936
457,vila franca do campo,37.7167,-25.4333,18.27,99,100,3.78,PT,1710616937
458,buenavista de cuellar,18.45,-99.4167,32.86,18,0,1.59,MX,1710616937
459,nar'yan-mar,67.6713,53.087,-3.83,96,100,8.49,RU,1710616938
460,naama,33.2667,-0.3167,16.63,25,58,2.44,DZ,1710616939
461,bethanie,-26.4833,17.15,27.88,14,0,4.56,NA,1710616888
462,sao gabriel da cachoeira,-0.1303,-67.0892,22.89,100,75,5.14,BR,1710616940
463,brak,27.5496,14.2714,18.59,31,93,5.03,LY,1710616941
464,prince rupert,54.3161,-130.3201,10.05,71,0,1.54,CA,1710616942
465,aguilar,37.5148,-4.6572,18.23,63,100,1.6,ES,1710616943
466,marka,1.7159,44.7717,27.62,79,78,6.54,SO,1710616944
467,sigli,5.3848,95.9609,26.57,74,69,2.25,ID,1710616944
468,keflavik,64.0049,-22.5624,4.24,93,100,5.66,IS,1710616945
469,coquimbo,-29.9533,-71.3436,19.85,63,0,6.69,CL,1710616946
470,huarmey,-10.0681,-78.1522,22.69,84,80,7.2,PE,1710616947
471,sol'-iletsk,51.1631,54.9918,-12.92,84,76,2.69,RU,1710616904
472,tacuarembo,-31.7333,-55.9833,22.11,97,100,2.52,UY,1710616946
473,lerwick,60.1545,-1.1494,4.0,71,100,6.63,GB,1710616949
474,oppdal,62.5943,9.6912,-10.98,97,88,1.63,NO,1710616944
475,bikenibeu village,1.3673,173.1241,27.98,89,40,3.6,KI,1710616950
476,yangambi,0.8102,24.4336,23.42,88,74,1.05,CD,1710616951
477,delmiro gouveia,-9.3886,-37.9992,35.75,33,52,6.04,BR,1710616927
478,ojinaga,29.5667,-104.4167,23.65,59,40,2.57,MX,1710616919
479,de aar,-30.6497,24.0123,20.42,19,7,5.83,ZA,1710616953
480,nadi,-17.8,177.4167,25.0,94,75,1.03,FJ,1710616953
481,male,4.1748,73.5089,28.97,84,20,2.57,MV,1710616942
482,ulaangom,49.9811,92.0667,-16.62,74,100,2.26,MN,1710616954
483,saint-philippe,-21.3585,55.7679,25.77,88,76,3.18,RE,1710616955
484,newman,37.3138,-121.0208,20.13,44,5,1.79,US,1710616956
485,matoury,4.8483,-52.3317,30.98,66,75,7.2,GF,1710616957
486,mount isa,-20.7333,139.5,27.87,65,100,4.12,AU,1710616957
487,coronado,32.6859,-117.1831,20.6,59,40,3.09,US,1710616894
488,kholmsk,47.0511,142.0569,-5.2,82,100,2.89,RU,1710616959
489,pakuranga,-36.8833,174.9167,12.4,76,100,0.51,NZ,1710616959
490,enriquillo,17.9,-71.2333,30.82,63,100,5.65,DO,1710616960
491,quepos,9.4236,-84.1652,32.53,57,16,4.06,CR,1710616736
492,sharlyk,52.9167,54.75,-14.77,87,55,1.17,RU,1710616961
493,kargasok,59.0556,80.8572,-0.58,97,100,5.36,RU,1710616962
494,seminole,28.7086,-81.2081,30.2,61,20,5.66,US,1710616913
495,charlottetown,46.2352,-63.1267,7.25,61,75,3.09,CA,1710616559
496,madzhalis,42.1217,47.8333,5.4,98,100,0.61,RU,1710616963
497,xilin hot,43.9667,116.0333,-7.55,79,0,1.61,CN,1710616964
498,sainte-anne-des-monts,49.124,-66.4924,0.93,64,56,4.63,CA,1710616965
499,madang,-5.2246,145.7966,24.97,97,100,1.72,PG,1710616965
500,nadym,65.5333,72.5167,-18.49,93,99,2.59,RU,1710616966
501,selkirk,50.1436,-96.8845,-3.8,73,100,8.05,CA,1710616688
502,kiunga,-6.1219,141.2906,23.53,99,100,1.15,PG,1710616967
503,vorkuta,67.5,64.0,-14.91,91,100,3.35,RU,1710616968
504,ladario,-19.0047,-57.6017,37.16,44,40,4.12,BR,1710616969
505,makokou,0.5738,12.8642,24.18,84,62,0.59,GA,1710616970
506,kismayo,-0.3582,42.5454,28.51,78,7,5.81,SO,1710616971
507,tari,12.4086,4.4914,33.99,8,1,3.59,NG,1710616971
508,rybnoye,54.7256,39.5119,-2.01,99,100,3.01,RU,1710616972
509,bereznik,62.8551,42.7072,4.18,93,100,4.84,RU,1710616972
510,san julian,21.0167,-102.1667,27.65,11,0,4.96,MX,1710616973
511,coromandel,-18.4733,-47.2003,31.32,39,70,2.96,BR,1710616974
512,el calafate,-50.3408,-72.2768,6.84,75,18,8.14,AR,1710616974
513,macau,22.2006,113.5461,22.06,100,40,3.09,MO,1710616924
514,argo,37.6333,22.7333,12.1,83,94,0.94,GR,1710616975
515,bellmead,31.594,-97.1089,19.06,91,100,2.57,US,1710616976
516,las lomas,8.4333,-82.4,34.67,51,20,4.47,PA,1710616977
517,ceccano,41.5677,13.3333,13.3,93,7,0.15,IT,1710616977
518,happy valley-goose bay,53.3168,-60.3315,0.17,93,100,5.14,CA,1710616978
519,recani,31.2846,-4.2688,24.13,16,6,2.81,MA,1710616978
520,okhotsk,59.3833,143.3,-8.62,88,100,5.54,RU,1710616746
521,itagiba,-14.2836,-39.8428,32.68,51,13,2.06,BR,1710616980
522,zhanaozen,43.3,52.8,10.46,26,100,10.52,KZ,1710616980
523,tupancireta,-29.0806,-53.8358,29.0,70,54,3.46,BR,1710616921
524,ceyrat,45.7318,3.0633,10.35,71,75,1.03,FR,1710616981
525,ola,59.5833,151.2833,-4.7,78,100,10.75,RU,1710616982
526,gantiadi,43.3811,40.0794,10.1,87,100,3.0,GE,1710616983
527,zyrardow,52.0488,20.446,11.89,93,100,3.15,PL,1710616953
528,shimanovsk,52.0,127.7,-13.74,86,11,3.4,RU,1710616984
529,kaluga,54.5,35.5,0.08,99,100,3.37,RU,1710616985
530,pemangkat,1.1667,108.9667,25.54,90,100,2.72,ID,1710616985
531,serchhip,23.3,92.8333,13.67,47,1,1.49,IN,1710616986
532,saint-pierre,-21.3393,55.4781,25.82,78,0,2.06,RE,1710616704
533,tupiza,-21.45,-65.7167,25.08,33,88,3.6,BO,1710616987
534,altus,34.6381,-99.334,12.73,85,100,3.6,US,1710616988
535,zavety il'icha,49.0294,140.2494,-13.24,93,100,0.71,RU,1710616988
536,urucui,-7.2294,-44.5561,30.14,68,100,1.32,BR,1710616989
537,priargunsk,50.3691,119.1012,-23.04,100,30,0.43,RU,1710616990
538,ceres,37.5949,-120.9577,20.98,39,0,3.09,US,1710616990
539,bangassou,4.7413,22.8184,22.29,97,100,2.06,CF,1710616991
540,bechar,31.6167,-2.2167,25.18,13,0,1.54,DZ,1710616991
541,portland,45.5234,-122.6762,22.08,39,0,4.63,US,1710616669
542,filey,54.21,-0.2892,8.21,87,100,2.68,GB,1710616992
543,tabou,4.423,-7.3528,28.32,80,0,3.2,CI,1710616993
544,galeana,24.8333,-100.0667,24.81,32,13,1.39,MX,1710616994
545,yanjiang,30.1211,104.6481,15.53,59,100,3.11,CN,1710616994
546,ugoofaaru,5.6667,73.0,28.31,71,8,3.31,MV,1710616995
547,portage la prairie,49.9728,-98.2926,-3.27,54,100,9.21,CA,1710616996
548,valday,57.9747,33.2525,6.13,82,100,4.47,RU,1710616996
549,rania,29.5333,74.8333,16.61,19,0,1.51,IN,1710616997
550,zacharo,37.4833,21.65,14.49,72,97,2.19,GR,1710616998
551,upington,-28.4478,21.2561,30.21,11,3,0.0,ZA,1710616999
552,gunjur,13.2019,-16.7339,32.04,29,0,3.09,GM,1710616999
